Datetime,Output,AmbientHumidity,AmbientTemperature,M1_RawMaterial_1,M1_RawMaterial_2,M1_RawMaterial_3,M1_RawMaterial_4,M1_RawMaterialFeeder,M1_Zone1_Temperature,M1_Zone2_Temperature,M1_MotorAmperage,M1_MotorRPM,M1_MaterialPressure,M1_MaterialTemperature,M1_ExitZoneTemperature,M2_RawMaterial_1,M2_RawMaterial_2,M2_RawMaterial_3,M2_RawMaterial_4,M2_RawMaterialFeeder,M2_Zone1_Temperature,M2_Zone2_Temperature,M2_MotorAmperage,M2_MotorRPM,M2_MaterialPressure,M2_MaterialTemperature,M2_ExitZoneTemperature,M3_RawMaterial_1,M3_RawMaterial_2,M3_RawMaterial_3,M3_RawMaterial_4,M3_RawMaterialFeeder,M3_Zone1_Temperature,M3_Zone2_Temperature,M3_MotorAmperage,M3_MotorRPM,M3_MaterialPressure,M3_MaterialTemperature,M3_ExitZoneTemperature,Stage_1_Temperature1,Stage_1_Temperature2,Stage_1_Temperature3
2019-03-06 13:09:11,3.05,14.65,23.59,11.54,200,1027.43,247,1271.63,72,72.1,71.84,11.01,418.21,81.9,74.9,12.85,241,556.7,256,183.67,68.96,69.08,73.63,13.92,221.52,77,59.8,8.83,221,433.18,205,183.67,78,78,344.65,13.4,247.41,75.3,65,103.7,73.9,80.1
2019-03-06 13:09:12,3.05,14.65,23.59,11.54,200,1027.43,247,1276.13,72,72.1,71.44,11.01,423.16,81.9,75,12.85,241,556.7,256,176.29,69,69.09,73.94,13.86,226.72,76.8,59.8,8.83,221,433.18,205,176.29,78,77.9,341.46,13.38,247.18,75.3,65,103.7,74,80.1
2019-03-06 13:09:13,3.06,14.65,23.59,11.54,200,1027.43,247,1276.03,72,72,71.71,10.98,415.08,81.9,75,12.85,241,556.7,256,200.91,69,69.08,73.44,13.89,227.93,77,59.8,8.83,221,433.18,205,200.91,78,77.9,344.96,13.42,247.37,75.3,65,103.7,73.8,80.1
2019-03-06 13:09:14,3.06,14.65,23.59,11.54,200,1027.43,247,1271.87,72,72,72.52,10.98,420.56,81.9,75,12.85,241,556.7,256,199.31,69.01,69.11,73.69,13.92,223.03,76.8,59.8,8.83,221,433.18,205,199.31,78,77.9,339.21,13.31,247.4,75.3,64.9,103.7,74.6,80.1
2019-03-06 13:09:15,3.09,14.65,23.59,11.54,200,1027.43,247,1262.69,72,72,72.92,10.98,419.73,81.9,75,12.85,241,556.7,256,189.44,68.99,69.08,73.94,13.93,221.95,77,59.8,8.83,221,433.18,205,189.44,78,77.9,339.46,13.36,247.06,75.3,64.9,103.7,73.3,80.1
2019-03-06 13:09:16,3.09,14.65,23.59,11.54,200,1027.43,247,1277.81,72,72,72.11,11.04,427.37,81.9,75,12.85,241,556.7,256,186.06,68.97,69.06,73.81,13.87,225.45,76.8,59.8,8.83,221,433.18,205,186.06,78,77.9,348.79,13.33,247.06,75.3,64.9,103.5,74,80.1
2019-03-06 13:09:17,3.07,14.65,23.59,11.54,200,1027.43,247,1294.9,72,72,71.71,11.01,417.86,81.9,75,12.85,241,556.7,256,210.43,69,69.08,73.44,13.89,227.58,76.9,59.8,8.83,221,433.18,205,210.43,78,77.9,345.52,13.25,246.82,75.3,65,103.5,74.2,80
2019-03-06 13:09:18,3.07,14.65,23.59,11.54,200,1027.43,247,1299.21,72,72,71.3,10.98,413.56,81.9,75,12.85,241,556.7,256,191.7,69,69.11,73.13,13.91,227.55,76.9,59.9,8.83,221,433.18,205,191.7,78,77.8,340.43,13.36,247.4,75.3,65,103.5,73.9,80
2019-03-06 13:09:19,3.03,14.65,23.59,11.54,200,1027.43,247,1295.31,72,71.9,71.71,10.98,419.81,81.9,75,12.85,241,556.7,256,199.17,68.98,69.06,73.69,13.91,225.47,77,59.9,8.83,221,433.18,205,199.17,78,77.8,341.82,13.33,247.43,75.3,64.9,103.4,74,80
2019-03-06 13:09:20,3.03,14.65,23.59,11.54,200,1027.43,247,1276.7,72,71.9,72.78,10.98,421.36,81.9,75,12.85,241,556.7,256,204.02,69,69.1,73.75,13.93,223.95,76.9,59.9,8.83,221,433.18,205,204.02,78,77.8,344.76,13.46,247.44,75.3,65,103.4,73.6,79.9
2019-03-06 13:09:21,3.03,14.65,23.59,11.54,200,1027.43,247,1277.51,72,71.9,72.52,11.01,423.35,81.9,75,12.85,241,556.7,256,190.27,68.99,69.09,73.69,13.89,227.4,77,60,8.83,221,433.18,205,190.27,78,77.8,340.78,13.3,247.26,75.3,64.9,103.4,74.1,79.9
2019-03-06 13:09:22,3.05,14.65,23.59,11.54,200,1027.43,247,1292.54,72,71.9,72.25,11.04,415.14,81.9,75,12.85,241,556.7,256,177.7,68.99,69.07,73.38,13.89,228.2,77,60,8.83,221,433.18,205,177.7,78,77.8,341.59,13.41,247.43,75.3,64.9,103.4,74.1,79.9
2019-03-06 13:09:23,3.05,14.65,23.59,11.54,200,1027.43,247,1305.56,72,71.9,71.71,10.98,423.66,81.9,75,12.85,241,556.7,256,237.27,68.98,69.1,73.56,13.87,224.37,76.8,60.1,8.83,221,433.18,205,237.27,78,77.8,347.05,13.26,247.44,75.3,64.9,103.4,74,79.9
2019-03-06 13:09:24,3.05,14.65,23.59,11.54,200,1027.43,247,1279.82,72,71.8,71.71,10.98,417.47,81.9,75,12.85,241,556.7,256,198.62,68.98,69.06,73.75,13.85,222.87,77,60.1,8.83,221,433.18,205,198.62,78,77.8,346.02,13.38,247.13,75.3,64.9,103.4,74.4,79.9
2019-03-06 13:09:25,3.05,14.65,23.59,11.54,200,1027.43,247,1284.27,72,71.8,72.52,10.98,422.11,81.9,75,12.85,241,556.7,256,199.99,69.01,69.08,73.5,13.91,226.83,76.8,60.2,8.83,221,433.18,205,199.99,78,77.8,343.48,13.42,247.04,75.3,64.9,103.3,74.1,79.8
2019-03-06 13:09:26,3.02,14.65,23.59,11.54,200,1027.43,247,1276.05,72,71.8,72.92,11.04,428.31,81.9,75,12.85,241,556.7,256,217.1,69,69.09,73.38,13.87,228.23,77,60.2,8.83,221,433.18,205,217.1,78,77.8,340.84,13.33,247.43,75.3,64.9,103.3,73.7,79.8
2019-03-06 13:09:27,3.02,14.65,23.59,11.54,200,1027.43,247,1274.99,72,71.8,71.84,11.04,422.12,81.9,75,12.85,241,556.7,256,239.06,68.99,69.07,73.56,13.91,221.8,76.9,60.2,8.83,221,433.18,205,239.06,78,77.9,343.67,13.33,247.42,75.3,64.9,103.3,73.8,79.8
2019-03-06 13:09:28,3.02,14.65,23.59,11.54,200,1027.43,247,1291.75,72,71.8,71.98,11.01,413.9,81.9,75,12.85,241,556.7,256,193.96,69.01,69.09,74.06,13.94,226.25,76.9,60.2,8.83,221,433.18,205,193.96,78,77.9,339.72,13.35,247.28,75.3,64.9,103.2,74.2,79.8
2019-03-06 13:09:29,3.04,14.65,23.59,11.54,200,1027.43,247,1292.71,72,71.8,71.57,11.01,421.33,81.9,75,12.85,241,556.7,256,196.09,68.98,69.06,73.94,13.92,228.1,76.9,60.2,8.83,221,433.18,205,196.09,78,77.9,349.39,13.39,247.44,75.3,64.9,103.2,73.8,79.8
2019-03-06 13:09:30,3.04,14.65,23.59,11.54,200,1027.43,247,1273.7,72,71.7,72.38,11.01,421.39,81.9,75,12.85,241,556.7,256,216.43,68.99,69.09,73.44,13.91,223.63,76.9,60.2,8.83,221,433.18,205,216.43,78,77.9,347,13.4,247.43,75.3,64.9,103.2,74.3,79.8
2019-03-06 13:09:31,3.05,14.65,23.59,11.54,200,1027.43,247,1260.71,72,71.7,72.65,11.01,426.75,81.9,75,12.85,241,556.7,256,210.37,69.01,69.12,73.63,13.86,223.25,76.9,60.2,8.83,221,433.18,205,210.37,78,77.9,345.59,13.39,247.17,75.3,64.9,103.2,73.9,79.8
2019-03-06 13:09:32,3.05,14.65,23.59,11.54,200,1027.43,247,1254.4,72,71.7,72.25,11.01,416.69,81.9,75,12.85,241,556.7,256,215.36,68.98,69.09,73.75,13.87,224.8,76.8,60.2,8.83,221,433.18,205,215.36,78,77.9,345.7,13.3,247.41,75.3,64.9,103.2,73.8,79.8
2019-03-06 13:09:33,3.02,14.65,23.59,11.54,200,1027.43,247,1269.24,72,71.7,71.98,11.01,419.88,81.9,75,12.85,241,556.7,256,215.28,68.99,69.06,73.94,13.91,227.85,77,60.1,8.83,221,433.18,205,215.28,78,77.9,344.24,13.35,246.75,75.3,64.9,103.2,74,79.8
2019-03-06 13:09:34,3.02,14.65,23.59,11.54,200,1027.43,247,1277.39,72,71.7,71.84,10.98,419.68,81.9,75,12.85,241,556.7,256,194.45,69,69.09,73.44,13.91,228.28,76.8,60.1,8.83,221,433.18,205,194.45,78,77.9,344.8,13.4,247.38,75.3,64.9,103.2,73.8,79.8
2019-03-06 13:09:35,3.02,14.65,23.59,11.54,200,1027.43,247,1280.84,72,71.7,71.71,10.98,422.06,81.9,75,12.85,241,556.7,256,191.34,69,69.09,73.63,13.87,225.58,77,60.1,8.83,221,433.18,205,191.34,78,77.9,344.94,13.38,247.39,75.3,64.9,103.2,74.7,79.8
2019-03-06 13:09:36,3.08,14.65,23.59,11.54,200,1027.43,247,1272.46,72,71.6,72.38,10.98,422.08,81.9,75,12.85,241,556.7,256,221.79,69.01,69.06,73.88,13.89,224.23,76.8,60,8.83,221,433.18,205,221.79,78,77.9,342.57,13.3,247.39,75.3,64.9,103.2,73.3,79.8
2019-03-06 13:09:37,3.08,14.65,23.59,11.54,200,1027.43,247,1249.91,72,71.6,72.38,11.04,419.81,81.9,75,12.85,241,556.7,256,207.81,69.02,69.11,74.06,13.87,227.62,77,60,8.83,221,433.18,205,207.81,78,77.9,341.64,13.28,247.41,75.3,64.9,103.3,73.8,79.8
2019-03-06 13:09:38,3.06,14.65,23.59,11.54,200,1027.43,247,1291.69,72,71.6,71.98,11.01,424.42,81.9,75.1,12.85,241,556.7,256,204.01,68.99,69.1,73.75,13.94,228.8,77,60,8.83,221,433.18,205,204.01,78,77.9,347.54,13.36,247.13,75.3,64.9,103.3,74.3,79.8
2019-03-06 13:09:39,3.06,14.65,23.59,11.54,200,1027.43,247,1267.32,72,71.6,71.57,11.01,415.93,81.9,75.1,12.85,241,556.7,256,199.72,68.98,69.06,73.25,13.85,224.1,76.9,59.9,8.83,221,433.18,205,199.72,78,77.9,348.27,13.32,247.44,75.3,64.9,103.3,73.7,79.8
2019-03-06 13:09:40,3.05,14.65,23.59,11.54,200,1027.43,247,1296.04,72,71.6,71.44,10.98,422.1,81.9,75.1,12.85,241,556.7,256,204.4,69.01,69.09,73.56,13.91,222.43,76.9,59.9,8.83,221,433.18,205,204.4,78,77.9,340.8,13.4,247.44,75.3,64.9,103.5,74,79.8
2019-03-06 13:09:41,3.05,14.65,23.59,11.54,200,1027.43,247,1282.2,72,71.6,72.38,10.98,421.34,81.9,75.1,12.85,241,556.7,256,211.62,68.98,69.09,73.63,13.9,226.98,76.9,59.9,8.83,221,433.18,205,211.62,78,78,343.5,13.44,247.44,75.3,64.9,103.5,74.4,79.8
2019-03-06 13:09:42,3.05,14.65,23.59,11.54,200,1027.43,247,1271.03,72,71.6,72.38,11.01,428.3,81.9,75.1,12.85,241,556.7,256,197.1,68.99,69.08,73.81,13.93,228.07,76.9,59.8,8.83,221,433.18,205,197.1,78,78,343.38,13.34,246.65,75.3,64.9,103.5,74.2,79.8
2019-03-06 13:09:43,3.06,14.65,23.59,11.54,200,1027.43,247,1277.06,72,71.6,71.84,11.01,418.89,81.9,75.1,12.85,241,556.7,256,182.42,68.98,69.08,73.44,13.91,222.95,76.8,59.8,8.83,221,433.18,205,237.89,78,78,347.41,13.3,247.39,75.3,64.9,103.4,74,79.8
2019-03-06 13:09:44,3.06,14.65,23.59,11.54,200,1027.43,247,1287.43,72,71.5,71.57,11.01,415.15,81.9,75.1,12.85,241,556.7,256,209.81,68.98,69.07,73.81,13.87,222.33,77,59.8,8.83,221,433.18,205,209.81,78,78,341.64,13.38,247.43,75.3,64.9,103.4,74,79.8
2019-03-06 13:09:45,3.04,14.65,23.59,11.54,200,1027.43,247,1281.49,72,71.5,72.25,10.98,420.56,81.9,75.1,12.85,241,556.7,256,205.47,68.98,69.07,74.06,13.89,226.28,76.8,59.8,8.83,221,433.18,205,205.47,78,78,343.73,13.5,247.19,75.3,64.9,103.9,73.8,79.8
2019-03-06 13:09:46,3.04,14.65,23.59,11.54,200,1027.43,247,1272.39,72,71.5,72.52,10.98,422.83,81.8,75.1,12.85,241,556.7,256,186.61,68.99,69.03,73.81,13.9,227.63,77,59.8,8.83,221,433.18,205,186.61,78,78,348.76,13.34,247.42,75.3,64.9,103.9,73.9,79.8
2019-03-06 13:09:47,3.06,14.65,23.59,11.54,200,1027.43,247,1268.77,72,71.5,72.11,11.01,424.41,81.8,75.1,12.85,241,556.7,256,216.12,68.99,69.03,73.56,13.94,227.37,76.8,59.8,8.83,221,433.18,205,216.12,78,78,342.57,13.36,246.89,75.3,64.9,103.9,74.5,79.9
2019-03-06 13:09:48,3.06,14.65,23.59,11.54,200,1027.43,247,1261.11,72,71.5,71.71,11.04,416.57,81.8,75.1,12.85,241,556.7,256,188.08,69.01,69.12,73.38,13.91,225.68,76.8,59.8,8.83,221,433.18,205,188.08,78,78,341.2,13.32,247.44,75.3,64.9,103.5,73.9,79.9
2019-03-06 13:09:49,3.06,14.65,23.59,11.54,200,1027.43,247,1267.58,72,71.5,71.3,11.01,425.22,81.8,75.1,12.85,241,556.7,256,209.04,69.01,69.12,73.88,13.89,224.95,77,59.8,8.83,221,433.18,205,209.04,78,78.1,344.84,13.34,247.43,75.3,64.9,103.5,73.8,79.9
2019-03-06 13:09:50,3.05,14.65,23.59,11.54,200,1027.43,247,1266.69,72,71.5,71.57,11.01,417.72,81.8,75.1,12.85,241,556.7,256,208.21,69.01,69.11,73.75,13.87,228.02,76.9,59.8,8.83,221,433.18,205,208.21,78,78.1,345.72,13.34,247.41,75.3,64.9,103.5,73.9,79.9
2019-03-06 13:09:51,3.03,14.65,23.59,11.54,200,1027.43,247,1272.12,72,71.5,72.65,10.98,422.21,81.8,75.1,12.85,241,556.7,256,199.18,69.01,69.11,73.81,13.87,228.48,76.9,59.9,8.83,221,433.18,205,199.18,78,78.1,343.7,13.4,247.22,75.3,64.9,103.5,73.9,79.9
2019-03-06 13:09:52,3.03,14.65,23.59,11.54,200,1027.43,247,1282.8,72,71.5,72.52,10.98,420.58,81.8,75.1,12.85,241,556.7,256,192.68,69,69.08,73.69,13.9,225.42,76.9,59.9,8.83,221,433.18,205,192.68,78,78.1,345.02,13.55,247.42,75.3,64.9,103.5,74.7,79.9
2019-03-06 13:09:53,3.07,14.65,23.59,11.54,200,1027.43,247,1264.01,72,71.5,72.11,11.01,429.08,81.8,75.1,12.85,241,556.7,256,212.79,69,69.08,74,13.92,223.73,77,59.9,8.83,221,433.18,205,212.79,78,78.1,338.93,13.37,247.47,75.3,64.9,103.5,73.5,79.9
2019-03-06 13:09:54,3.07,14.65,23.59,11.54,200,1027.43,247,1266.78,72,71.5,71.44,11.01,422.09,81.8,75.1,12.85,241,556.7,256,210.12,69,69.08,73.94,13.91,227.23,76.8,60,8.83,221,433.18,205,210.12,78,78.1,340.73,13.34,247.28,75.3,64.9,103.7,74.1,80
2019-03-06 13:09:55,3.07,14.65,23.59,11.54,200,1027.43,247,1279.62,72,71.5,71.44,11.04,414.72,81.8,75.1,12.85,241,556.7,256,205.16,69,69.1,73.56,13.92,228.63,77,60,8.83,221,433.18,205,205.16,78,78.1,348.12,13.52,247.15,75.3,64.9,103.7,74,80
2019-03-06 13:09:56,3.04,14.65,23.59,11.54,200,1027.43,247,1285.14,72,71.5,72.38,10.98,421.47,81.8,75.1,12.85,241,556.7,256,196.06,68.99,69.08,73.44,13.93,222.28,76.8,60.1,8.83,221,433.18,205,196.06,78,78.1,349.64,13.35,246.83,75.3,64.9,103.7,73.7,80
2019-03-06 13:09:57,3.04,14.65,23.59,11.54,200,1027.43,247,1300.81,72,71.5,72.78,10.98,422.12,81.8,75.1,12.85,241,556.7,256,204.86,68.99,69.08,73.63,13.89,221.77,77,60.1,8.83,221,433.18,205,204.86,78,78.1,342.36,13.35,247.41,75.3,64.9,103.5,74.1,80
2019-03-06 13:09:58,3.05,14.65,23.59,11.54,200,1027.43,247,1267.26,72,71.5,72.52,11.01,427.84,81.8,75.1,12.85,241,556.7,256,201.55,69.01,69.09,74,13.92,226.47,77,60.1,8.83,221,433.18,205,201.55,78,78.1,339.99,13.39,246.67,75.3,64.9,103.5,73.6,80
2019-03-06 13:09:59,3.05,14.65,23.59,11.54,200,1027.43,247,1266.84,72,71.5,71.84,11.01,418.26,81.8,75.1,12.85,241,556.7,256,190.83,69,69.09,73.81,13.86,228.12,76.8,60.2,8.83,221,433.18,205,190.83,78,78.1,344.33,13.4,247.4,75.3,64.9,103.5,73.8,80
2019-03-06 13:10:00,3.04,14.65,23.59,11.54,200,1027.43,247,1267.41,72,71.5,71.17,11.01,418.02,81.8,75.1,12.85,241,556.7,256,191.38,69.01,69.1,73.5,13.93,223.42,77,60.2,8.83,221,433.18,205,191.38,78,78.2,339.27,13.29,246.66,75.3,64.9,103.4,74,80
2019-03-06 13:10:01,3.04,14.65,23.59,11.54,200,1027.43,247,1269.54,72,71.5,71.71,11.01,420.58,81.8,75.1,12.85,241,556.7,256,205.39,69.01,69.08,73.69,13.89,223.02,76.9,60.2,8.83,221,433.18,205,205.39,78,78.2,340.4,13.45,247.36,75.3,64.9,103.4,73.4,80.1
2019-03-06 13:10:02,3.04,14.65,23.59,11.54,200,1027.43,247,1292.39,72,71.5,72.38,10.98,422.87,81.8,75.1,12.85,241,556.7,256,211.27,68.99,69.06,73.75,13.9,225.2,76.9,60.2,8.83,221,433.18,205,211.27,78,78.2,342.7,13.29,247.4,75.3,64.9,103.4,74.7,80.1
2019-03-06 13:10:03,3.05,14.65,23.59,11.54,200,1027.43,247,1267.01,72,71.5,72.65,10.98,422.28,81.8,75.1,12.85,241,556.7,256,179.69,68.99,69.08,73.75,13.89,227.83,77,60.2,8.83,221,433.18,205,179.69,78,78.2,343.31,13.17,246.94,75.3,64.9,103.5,73.6,80.1
2019-03-06 13:10:04,3.05,14.65,23.59,11.54,200,1027.43,247,1262.27,72,71.5,72.25,11.01,420.87,81.8,75.1,12.85,241,556.7,256,194.78,68.99,69.1,73.25,13.9,228.02,77,60.2,8.83,221,433.18,205,194.78,78,78.2,348.9,13.37,247.44,75.3,64.9,103.5,74,80.1
2019-03-06 13:10:05,3.02,14.65,23.59,11.54,200,1027.43,247,1277.43,72,71.5,71.98,11.01,425.01,81.8,75.1,12.85,241,556.7,256,165.82,68.99,69.1,73.56,13.9,226.12,76.8,60.2,8.83,221,433.18,205,165.82,78,78.2,349.32,13.3,246.75,75.3,64.9,103.5,73.9,80.1
2019-03-06 13:10:06,3.02,14.65,23.59,11.54,200,1027.43,247,1268.49,72,71.5,71.84,11.01,416.68,81.8,75.1,12.85,241,556.7,256,191.1,69.01,69.09,73.75,13.91,224.25,77,60.2,8.83,221,433.18,205,191.1,78,78.2,346.03,13.42,247.43,75.3,64.9,103.4,73.9,80.1
2019-03-06 13:10:07,3.02,14.65,23.59,11.54,200,1027.43,247,1268.99,72,71.5,72.65,10.98,422.89,81.8,75.1,12.85,241,556.7,256,209.51,69.01,69.09,74,13.89,227.32,76.8,60.1,8.83,221,433.18,205,209.51,78,78.2,342.5,13.39,247.42,75.3,64.9,103.4,74.1,80.1
2019-03-06 13:10:08,3.02,14.65,23.59,11.54,200,1027.43,247,1291.51,72,71.5,72.78,10.98,422.08,81.8,75.1,12.85,241,556.7,256,210.02,69,69.06,73.81,13.91,228.07,77,60.1,8.83,221,433.18,205,210.02,78,78.2,344.2,13.38,247.43,75.3,64.9,103.4,73.9,80.1
2019-03-06 13:10:09,3.06,14.65,23.59,11.54,200,1027.43,247,1276.2,72,71.5,72.52,11.01,429.08,81.8,75.1,12.85,241,556.7,256,195.99,69,69.06,73.5,13.92,223.67,77,60.1,8.83,221,433.18,205,195.99,78,78.2,345.51,13.39,247.36,75.3,64.9,103.7,74.1,80.1
2019-03-06 13:10:10,3.06,14.65,23.59,11.54,200,1027.43,247,1286.24,72,71.5,71.71,11.04,419.74,81.8,75.1,12.85,241,556.7,256,214.66,68.97,69.09,73.69,13.84,222.08,76.8,60,8.83,221,433.18,205,214.66,78,78.2,342.34,13.36,247.42,75.3,64.9,103.7,73.5,80.2
2019-03-06 13:10:11,3.03,14.65,23.59,11.54,200,1027.43,247,1281.91,72,71.5,71.3,11.04,416.71,81.8,75.1,12.85,241,556.7,256,206.14,68.97,69.09,73.63,13.92,226.58,76.9,60,8.83,221,433.18,205,206.14,78,78.2,341.68,13.38,247.4,75.3,64.9,103.7,74.2,80.2
2019-03-06 13:10:12,3.03,14.65,23.59,11.54,200,1027.43,247,1272.93,72,71.5,72.25,10.98,421.61,81.8,75.1,12.85,241,556.7,256,193,68.97,69.1,73.63,13.93,227.8,76.9,60,8.83,221,433.18,205,193,78,78.1,342.2,13.4,247.42,75.3,64.9,103.7,73.3,80.2
2019-03-06 13:10:13,3.03,14.65,23.59,11.54,200,1027.43,247,1275.02,72,71.5,72.92,10.94,422.91,81.8,75.1,12.85,241,556.7,256,206.65,69.01,69.1,73.25,13.92,222.98,76.9,59.9,8.83,221,433.18,205,206.65,78,78.1,344.85,13.32,247.39,75.3,64.9,103.7,74.4,80.2
2019-03-06 13:10:14,3.05,14.65,23.59,11.54,200,1027.43,247,1266.92,72,71.5,72.65,10.98,425.19,81.8,75,12.85,241,556.7,256,190.55,69,69.09,73.56,13.86,221.72,77,59.9,8.83,221,433.18,205,190.55,78,78.1,343.72,13.48,247.4,75.3,64.9,103.7,73.4,80.2
2019-03-06 13:10:15,3.05,14.65,23.59,11.54,200,1027.43,247,1259.53,72,71.5,72.11,11.04,417.49,81.8,75,12.85,241,556.7,256,188.93,69,69.09,73.94,13.91,225.42,77,59.9,8.83,221,433.18,205,188.93,78,78.1,348.43,13.4,247.83,75.3,64.9,103.1,73.8,80.2
2019-03-06 13:10:16,3.05,14.65,23.59,11.54,200,1027.43,247,1275.98,72,71.6,71.57,11.01,425.97,81.8,75,12.85,241,556.7,256,190.86,68.99,69.09,73.88,13.94,227.18,76.8,59.9,8.83,221,433.18,205,190.86,78,78.1,345.56,13.27,247.45,75.3,64.9,103.1,74.5,80.2
2019-03-06 13:10:17,3.05,14.65,23.59,11.54,200,1027.43,247,1272.16,72,71.6,71.84,11.01,418.69,81.8,75,12.85,241,556.7,256,169.75,68.98,69.09,73.5,13.93,227.15,77,59.8,8.83,221,433.18,205,169.75,78,78,347.39,13.41,247.44,75.3,64.9,103.1,73.7,80.2
2019-03-06 13:10:18,3.08,14.65,23.59,11.54,200,1027.43,247,1272.08,72,71.6,72.78,10.94,422.82,81.8,75,12.85,241,556.7,256,177.24,69.01,69.09,73.38,13.87,225.47,76.8,59.8,8.83,221,433.18,205,177.24,78,78,339.5,13.4,247.43,75.3,64.9,103.4,74.6,80.2
2019-03-06 13:10:19,3.08,14.65,23.59,11.54,200,1027.43,247,1280.12,72,71.6,73.19,11.01,420.69,81.8,75,12.85,241,556.7,256,195.29,68.98,69.07,73.88,13.85,224.38,77,59.8,8.83,221,433.18,205,195.29,78,78,347.81,13.37,247.43,75.3,64.9,103.4,73.9,80.2
2019-03-06 13:10:20,3.08,14.65,23.59,11.54,200,1027.43,247,1273.15,72,71.6,72.38,11.04,430.6,81.8,75,12.85,241,556.7,256,200.76,69,69.09,73.69,13.92,227.67,77,59.8,8.83,221,433.18,205,200.76,78,78,341.16,13.32,247.44,75.3,65,103.4,73.5,80.2
2019-03-06 13:10:21,3.07,14.65,23.59,11.54,200,1027.43,247,1276.3,72,71.6,71.71,11.01,422.72,81.8,75,12.85,241,556.7,256,180.11,69,69.08,73.69,13.9,228.27,76.9,59.8,8.83,221,433.18,205,180.11,78,78,338.77,13.39,247.46,75.3,65,103.7,73.9,80.2
2019-03-06 13:10:22,3.07,14.65,23.59,11.54,200,1027.43,247,1278.97,72,71.6,71.44,10.98,415.77,81.8,75,12.85,241,556.7,256,206.27,68.98,69.09,73.5,13.92,224.93,76.9,59.8,8.83,221,433.18,205,206.27,78,78,342.43,13.36,247.41,75.3,65,103.7,73.9,80.2
2019-03-06 13:10:23,3.07,14.65,23.59,11.54,200,1027.43,247,1276.56,72,71.6,71.98,11.01,422.52,81.8,75,12.85,241,556.7,256,210.03,69,69.09,73.81,13.9,223.38,76.9,59.8,8.83,221,433.18,205,210.03,78,77.9,345.62,13.46,247.1,75.3,65,103.7,74.4,80.2
2019-03-06 13:10:24,3.07,14.65,23.59,11.54,200,1027.43,247,1277.72,72,71.7,72.92,10.98,422.86,81.8,75,12.85,241,556.7,256,221.38,69.01,69.08,73.88,13.89,226.75,76.9,59.9,8.83,221,433.18,205,221.38,78,77.9,343.04,13.31,247.41,75.3,65,103.5,74.1,80.2
2019-03-06 13:10:25,3.06,14.65,23.59,11.54,200,1027.43,247,1272.17,72,71.7,72.52,11.01,426.78,81.8,75,12.85,241,556.7,256,200.5,69.01,69.09,73.56,13.87,228.28,77,59.9,8.83,221,433.18,205,200.5,78,77.9,341.61,13.34,247.45,75.3,65,103.5,73.9,80.2
2019-03-06 13:10:26,3.06,14.65,23.59,11.54,200,1027.43,247,1275.12,72,71.7,72.11,11.01,417.45,81.8,75,12.85,241,556.7,256,218.37,68.99,69.09,73.31,13.87,222.58,77,59.9,8.83,221,433.18,205,218.37,78,77.9,340.94,13.38,247.4,75.3,65,103.5,73.9,80.2
2019-03-06 13:10:27,3.06,14.65,23.59,11.54,200,1027.43,247,1264.95,72,71.7,71.71,10.98,423.54,81.8,75,12.85,241,556.7,256,200.48,68.99,68.96,73.44,13.9,221.82,76.8,60,8.83,221,433.18,205,200.48,78,77.9,345.75,13.38,247.44,75.3,65,103.5,73.9,80.2
2019-03-06 13:10:28,3.06,14.65,23.59,11.54,200,1027.43,247,1274.23,72,71.7,71.57,11.01,420.55,81.8,75,12.85,241,556.7,256,188.72,69.02,69.09,73.81,13.87,226.47,77,60,8.83,221,433.18,205,188.72,78,77.9,346.27,13.46,246.8,75.3,65,103.5,74.2,80.2
2019-03-06 13:10:29,3.06,14.65,23.59,11.54,200,1027.43,247,1289.17,72,71.7,72.65,10.98,423.94,81.8,75,12.85,241,556.7,256,203.78,69,69.09,73.88,13.91,227.85,76.8,60.1,8.83,221,433.18,205,203.78,78,77.9,339.13,13.32,247.4,75.3,65,103.5,73.9,80.2
2019-03-06 13:10:30,3.04,14.65,23.59,11.54,200,1027.43,247,1281.76,72,71.7,72.65,11.04,422.85,81.8,75,12.85,241,556.7,256,209.78,68.97,69.09,73.56,13.87,223.73,77,60.1,8.83,221,433.18,205,209.78,78,77.9,341.32,13.3,247.41,75.3,65,103.6,74.3,80.2
2019-03-06 13:10:31,3.04,14.65,23.59,11.54,200,1027.43,247,1305.96,72,71.8,72.25,10.98,422.68,81.8,75,12.85,241,556.7,256,200.27,69.01,69.08,73.63,13.86,223.25,77,60.1,8.83,221,433.18,205,210.37,78,77.9,348.79,13.31,247.38,75.3,65,103.6,73.6,80.2
2019-03-06 13:10:32,3.04,14.65,23.59,11.54,200,1027.43,247,1297.2,72,71.8,71.71,11.04,425.87,81.8,75,12.85,241,556.7,256,193.05,69,69.08,73.81,13.92,224.88,76.9,60.2,8.83,221,433.18,205,209.44,78,77.9,345.58,13.34,247.17,75.3,65,103.6,73.7,80.1
2019-03-06 13:10:33,3.06,14.65,23.59,11.54,200,1027.43,247,1282.63,72,71.8,71.57,11.01,417.45,81.8,75,12.85,241,556.7,256,188.56,69,69.08,73.81,13.91,227.63,77,60.2,8.83,221,433.18,205,200.7,78,77.9,345.29,13.38,247.42,75.3,65,103.6,74.1,80.1
